Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
RBM10		Xp11.3	HOMDEL	7	2479	0.3%	Yes
ARID1B		6q25.3	AMP	21	2863	0.7%	Yes
ACTB		7p22.1	AMP	1	79	1.3%	Yes
BTK		Xq22.1	AMP	1	2014	<0.1%	Yes
IGF2		11p15.5	AMP	18	2549	0.7%	Yes
EIF1AX		Xp22.12	AMP	13	1895	0.7%	Yes
RTEL1		20q13.33	AMP	4	1392	0.3%	Yes
BCL10		1p22.3	AMP	2	1856	0.1%	Yes
TRAF2		9q34.3	AMP	5	1856	0.3%	Yes
UPF1		19p13.11	HOMDEL	1	1385	<0.1%	Yes
STAT3		17q21.2	HOMDEL	3	2789	0.1%	Yes
EED		11q14.2	HOMDEL	9	2211	0.4%	Yes
SDHAF2		11q12.2	HOMDEL	2	2827	<0.1%	Yes
RHPN2		19q13.11	AMP	4	356	1.1%	No
DIS3L2		2q37.1	HOMDEL	3	576	0.5%	No
RAD51C		17q22	AMP	7	2566	0.3%	Yes
H3F3A		1q42.12	AMP	2	2726	<0.1%	Yes
IFNGR1		6q23.3	HOMDEL	2	1895	0.1%	Yes
FBXW7		4q31.3	AMP	2	2946	<0.1%	Yes
BRCA1		17q21.31	AMP	1	2946	<0.1%	Yes
RRAGC		1p34.3	AMP	1	1392	<0.1%	Yes
SESN3		11q21	AMP	1	1385	<0.1%	Yes
IGF1R		15q26.3	AMP	35	2946	1.2%	Yes
NF2		22q12.2	HOMDEL	24	2946	0.8%	Yes
ERBB2		17q12	AMP	2	2946	<0.1%	Yes
KIT		4q12	AMP	37	2946	1.3%	Yes
WT1		11p13	AMP	9	2930	0.3%	Yes
RECQL		12p12.1	HOMDEL	2	1385	0.1%	Yes
TRAF3		14q32.32	AMP	1	662	0.2%	Yes
ALK		2p23.2-p23.1	AMP	6	2946	0.2%	Yes
PAG1		8q21.13	AMP	4	56	7.1%	Yes
ERCC4		16p13.12	HOMDEL	1	2834	<0.1%	Yes
SETD2		3p21.31	HOMDEL	5	2923	0.2%	Yes
RPTOR		17q25.3	HOMDEL	1	2551	<0.1%	Yes
PPM1D		17q23.2	AMP	8	2346	0.3%	Yes
RPS6KB2		11q13.2	HOMDEL	3	1895	0.2%	Yes
BCL11B		14q32.2	AMP	1	662	0.2%	Yes
KDM2B		12q24.31	AMP	1	56	1.8%	Yes
STK19		6p21.33	HOMDEL	2	1385	0.1%	Yes
CYSLTR2		13q14.2	HOMDEL	55	1385	4.0%	Yes
ROS1		6q22.1	AMP	17	2946	0.6%	Yes
TSC2		16p13.3	HOMDEL	10	2946	0.3%	Yes
BRAF		7q34	AMP	2	2946	<0.1%	Yes
APC		5q22.2	HOMDEL	2	2907	<0.1%	Yes
WWTR1		3q25.1	HOMDEL	1	1385	<0.1%	Yes
BCL2L11		2q13	AMP	1	1895	<0.1%	Yes
STK11		19p13.3	AMP	9	2946	0.3%	Yes
BRCA2		13q13.1	AMP	3	2946	0.1%	Yes
MAF		16q23.2	HOMDEL	2	654	0.3%	Yes
DNAJB1		19p13.12	AMP	13	1770	0.7%	Yes
KDR		4q12	HOMDEL	1	2946	<0.1%	Yes
APC		5q22.2	AMP	1	2907	<0.1%	Yes
MAP2K2		19p13.3	HOMDEL	3	2567	0.1%	Yes
ALOX12B		17p13.1	HOMDEL	16	2330	0.7%	Yes
FLT4		5q35.3	HOMDEL	7	2905	0.2%	Yes
PMS1		2q32.2	AMP	2	2827	<0.1%	Yes
SHQ1		3p13	HOMDEL	2	1895	0.1%	Yes
NUP93		16q13	HOMDEL	8	1841	0.4%	Yes
IKZF1		7p12.2	AMP	6	2930	0.2%	Yes
CIC		19q13.2	AMP	11	2574	0.4%	Yes
SH2B3		12q24.12	AMP	7	2779	0.3%	Yes
GRIN2A		16p13.2	HOMDEL	2	1973	0.1%	Yes
HOXB13		17q21.32	HOMDEL	1	2351	<0.1%	Yes
ERRFI1		1p36.23	HOMDEL	4	1778	0.2%	Yes
B2M		15q21.1	AMP	1	2890	<0.1%	Yes
SOX9		17q24.3	AMP	11	2835	0.4%	Yes
CCND2		12p13.32	AMP	38	2946	1.3%	Yes
CDKN1A		6p21.2	AMP	5	2858	0.2%	Yes
CDC73		1q31.2	HOMDEL	1	2930	<0.1%	Yes
NRAS		1p13.2	HOMDEL	1	2946	<0.1%	Yes
BRCA2		13q13.1	HOMDEL	13	2946	0.4%	Yes
PRKCI		3q26.2	HOMDEL	1	2325	<0.1%	Yes
CRLF2		Xp22.33 and Yp11.2	HOMDEL	28	2928	1.0%	Yes
PRKAR1A		17q24.2	AMP	11	2907	0.4%	Yes
FGF3		11q13.3	AMP	14	1991	0.7%	Yes
CDKN2B		9p21.3	HOMDEL	216	2923	7.4%	Yes
ETV1		7p21.2	AMP	20	2920	0.7%	Yes
CHEK1		11q24.2	AMP	2	2567	<0.1%	Yes
MYC		8q24.21	HOMDEL	1	2946	<0.1%	Yes
GNA13		17q24.1	AMP	3	80	3.8%	Yes
GSTM5		1p13.3	HOMDEL	1	356	0.3%	No
RHEB		7q36.1	AMP	3	2613	0.1%	Yes
FGF3		11q13.3	HOMDEL	5	1991	0.3%	Yes
BCOR		Xp11.4	AMP	8	2930	0.3%	Yes
LATS2		13q12.11	HOMDEL	10	1895	0.5%	Yes
MAP2K4		17p12	HOMDEL	2	2923	<0.1%	Yes
SMYD3		1q44	HOMDEL	7	1385	0.5%	Yes
PRKAR1A		17q24.2	HOMDEL	1	2907	<0.1%	Yes
ARID2		12q12	HOMDEL	2	2905	<0.1%	Yes
IRF4		6p25.3	AMP	2	1998	0.1%	Yes
PMAIP1		18q21.32	HOMDEL	2	1895	0.1%	Yes
RASA1		5q14.3	HOMDEL	2	2471	<0.1%	Yes
SGK1		6q23.2	AMP	1	65	1.5%	Yes
ATR		3q23	AMP	8	2590	0.3%	Yes
CCND3		6p21.1	AMP	24	2946	0.8%	Yes
RPS6KA4		11q13.1	HOMDEL	4	1895	0.2%	Yes
SRSF2		17q25.1	HOMDEL	3	2765	0.1%	Yes
KAT6A		8p11.21	AMP	3	670	0.4%	Yes
DNMT3A		2p23.3	HOMDEL	5	2930	0.2%	Yes
CDK8		13q12.13	AMP	3	2574	0.1%	Yes
NTRK3		15q25.3	HOMDEL	3	2946	0.1%	Yes
CRKL		22q11.21	AMP	41	2930	1.4%	Yes
SPOP		17q21.33	AMP	7	2567	0.3%	Yes
ATRX		Xq21.1	AMP	3	2923	0.1%	Yes
STAT3		17q21.2	AMP	2	2789	<0.1%	Yes
CDK12		17q12	HOMDEL	1	2567	<0.1%	Yes
PIK3C2G		12p12.3	HOMDEL	3	1974	0.2%	Yes
HIST1H1C		6p22.2	AMP	2	1958	0.1%	Yes
KDM6A		Xp11.3	AMP	8	2907	0.3%	Yes
ETV1		7p21.2	HOMDEL	1	2920	<0.1%	Yes
IL7R		5p13.2	AMP	18	2549	0.7%	Yes
PDCD1		2q37.3	HOMDEL	30	1980	1.5%	Yes
CDK6		7q21.2	AMP	10	2946	0.3%	Yes
FLT3		13q12.2	HOMDEL	5	2946	0.2%	Yes
CCNE1		19q12	AMP	46	2946	1.6%	Yes
CDK1		10q21.2	AMP	1	356	0.3%	No
BRAF		7q34	HOMDEL	3	2946	0.1%	Yes
JUN		1p32.1	HOMDEL	3	1975	0.2%	Yes
KNSTRN		15q15.1	AMP	3	1401	0.2%	Yes
VHL		3p25.3	AMP	6	2930	0.2%	Yes
PPARG		3p25.2	AMP	7	1984	0.4%	Yes
RAC2		22q13.1	AMP	2	1385	0.1%	Yes
CD274		9p24.1	HOMDEL	9	2921	0.3%	Yes
STAT5A		17q21.2	AMP	1	1830	<0.1%	Yes
IGF2		11p15.5	HOMDEL	9	2549	0.4%	Yes
H3F3B		17q25.1	HOMDEL	1	2346	<0.1%	Yes
NF2		22q12.2	AMP	2	2946	<0.1%	Yes
PTCH1		9q22.32	HOMDEL	4	2946	0.1%	Yes
EPHB1		3q22.2	AMP	3	1975	0.2%	Yes
TP53BP1		15q15.3	HOMDEL	2	1966	0.1%	Yes
RHEB		7q36.1	HOMDEL	4	2613	0.2%	Yes
MAFB		20q12	AMP	3	652	0.5%	Yes
XPO1		2p15	AMP	2	2923	<0.1%	Yes
XIAP		Xq25	HOMDEL	10	1895	0.5%	Yes
EIF1AX		Xp22.12	HOMDEL	8	1895	0.4%	Yes
PLCG2		16q23.3	AMP	1	1836	<0.1%	Yes
FGF23		12p13.32	AMP	1	73	1.4%	Yes
IDH1		2q34	HOMDEL	3	2923	0.1%	Yes
PRDM14		8q13.3	AMP	13	1385	0.9%	Yes
KDR		4q12	AMP	29	2946	1.0%	Yes
PPP2R1A		19q13.41	HOMDEL	6	2567	0.2%	Yes
PALB2		16p12.2	AMP	4	2946	0.1%	Yes
NFKBIE		6p21.1	AMP	1	599	0.2%	Yes
BTK		Xq22.1	HOMDEL	10	2014	0.5%	Yes
HIST3H3		1q42.13	AMP	5	1770	0.3%	Yes
DROSHA		5p13.3	HOMDEL	1	1385	<0.1%	Yes
PNRC1		6q15	HOMDEL	4	2328	0.2%	Yes
MALT1		18q21.32	AMP	4	1853	0.2%	Yes
ERRFI1		1p36.23	AMP	4	1778	0.2%	Yes
KRAS		12p12.1	HOMDEL	2	2946	<0.1%	Yes
ASXL1		20q11.21	HOMDEL	1	2930	<0.1%	Yes
INPPL1		11q13.4	AMP	3	1385	0.2%	Yes
VHL		3p25.3	HOMDEL	1	2930	<0.1%	Yes
CD79A		19q13.2	HOMDEL	8	1873	0.4%	Yes
AKT2		19q13.2	HOMDEL	3	2946	0.1%	Yes
SRC		20q11.23	HOMDEL	1	2370	<0.1%	Yes
MTOR		1p36.22	HOMDEL	5	2923	0.2%	Yes
IDH2		15q26.1	AMP	4	2923	0.1%	Yes
FOXL2		3q22.3	HOMDEL	1	2567	<0.1%	Yes
FUBP1		1p31.1	AMP	9	1903	0.5%	Yes
IDH2		15q26.1	HOMDEL	3	2923	0.1%	Yes
KLLN		10q23.31	HOMDEL	13	576	2.3%	No
SMAD2		18q21.1	HOMDEL	4	2930	0.1%	Yes
NCOA3		20q13.12	AMP	7	1770	0.4%	Yes
DCLRE1C		10p13	HOMDEL	1	576	0.2%	No
ABRAXAS1		4q21.23	AMP	1	2476	<0.1%	Yes
KMT5A		12q24.31	AMP	5	1392	0.4%	Yes
GADD45B		19p13.3	AMP	2	53	3.8%	Yes
HGF		7q21.11	AMP	6	1998	0.3%	Yes
DNM2		19p13.2	AMP	1	56	1.8%	Yes
IKBKE		1q32.1	AMP	7	1975	0.4%	Yes
DCUN1D1		3q26.33	HOMDEL	1	1895	<0.1%	Yes
TMPRSS2		21q22.3	AMP	7	2566	0.3%	Yes
MDM4		1q32.1	AMP	12	2923	0.4%	Yes
MEF2B		19p13.11	AMP	14	2907	0.5%	Yes
IDH1		2q34	AMP	1	2923	<0.1%	Yes
NOTCH1		9q34.3	HOMDEL	12	2946	0.4%	Yes
RB1		13q14.2	AMP	1	2946	<0.1%	Yes
KLF4		9q31.2	AMP	5	2471	0.2%	Yes
MCL1		1q21.2	AMP	35	2930	1.2%	Yes
PRKN		6q26	HOMDEL	6	2835	0.2%	Yes
GPS2		17p13.1	AMP	1	1770	<0.1%	Yes
CD276		15q24.1	HOMDEL	5	1895	0.3%	Yes
KDM6B		17p13.1	AMP	3	356	0.8%	No
MSH3		5q14.1	HOMDEL	2	1440	0.1%	Yes
HIST1H3B		6p22.2	AMP	3	2550	0.1%	Yes
PMS2		7p22.1	AMP	24	2946	0.8%	Yes
TCF3		19p13.3	AMP	12	2781	0.4%	Yes
CDK4		12q14.1	AMP	411	2946	14.0%	Yes
MDM2		12q15	AMP	454	2946	15.4%	Yes
BBC3		19q13.32	HOMDEL	9	1895	0.5%	Yes
ABL1		9q34.12	AMP	2	2930	<0.1%	Yes
YAP1		11q22.1	HOMDEL	5	2471	0.2%	Yes
LATS1		6q25.1	HOMDEL	2	1895	0.1%	Yes
PIK3C2B		1q32.1	AMP	2	940	0.2%	Yes
CTCF		16q22.1	HOMDEL	8	2551	0.3%	Yes
AXIN2		17q24.1	AMP	8	2471	0.3%	Yes
CYLD		16q12.1	AMP	1	2330	<0.1%	Yes
ATRX		Xq21.1	HOMDEL	46	2923	1.6%	Yes
TCF7L2		10q25.2-q25.3	HOMDEL	3	2702	0.1%	Yes
MLH1		3p22.2	HOMDEL	3	2946	0.1%	Yes
KDM5A		12p13.33	AMP	18	2574	0.7%	Yes
RECQL4		8q24.3	AMP	20	2722	0.7%	Yes
MDM4		1q32.1	HOMDEL	1	2923	<0.1%	Yes
PIK3C2G		12p12.3	AMP	11	1974	0.6%	Yes
MYCN		2p24.3	AMP	17	2946	0.6%	Yes
NOTCH4		6p21.32	AMP	2	1972	0.1%	Yes
PRKDC		8q11.21	AMP	6	1003	0.6%	Yes
EZH2		7q36.1	HOMDEL	7	2923	0.2%	Yes
AXIN1		16p13.3	AMP	4	1963	0.2%	Yes
DIS3		13q21.33	HOMDEL	10	2906	0.3%	Yes
RAF1		3p25.2	HOMDEL	1	2946	<0.1%	Yes
CDK2		12q13.2	AMP	1	372	0.3%	No
SMYD3		1q44	AMP	3	1385	0.2%	Yes
AURKA		20q13.2	AMP	8	2930	0.3%	Yes
TSC2		16p13.3	AMP	4	2946	0.1%	Yes
PRDM1		6q21	AMP	6	2930	0.2%	Yes
CDKN2A		9p21.3	HOMDEL	239	2946	8.1%	Yes
PDGFRA		4q12	AMP	45	2946	1.5%	Yes
HIST1H2BC		6p22.2	HOMDEL	1	63	1.6%	Yes
PIK3C3		18q12.3	AMP	4	1972	0.2%	Yes
FLT4		5q35.3	AMP	14	2905	0.5%	Yes
NOTCH3		19p13.12	AMP	13	2567	0.5%	Yes
PGR		11q22.1	AMP	9	1793	0.5%	Yes
PHF6		Xq26.2	AMP	1	995	0.1%	Yes
SMARCA4		19p13.2	AMP	17	2923	0.6%	Yes
NOTCH2		1p12	AMP	11	2946	0.4%	Yes
TENT5C		1p12	HOMDEL	1	2907	<0.1%	Yes
NSD2		4p16.3	AMP	6	2046	0.3%	Yes
NOTCH2		1p12	HOMDEL	1	2946	<0.1%	Yes
PPP4R2		3p13	HOMDEL	1	1385	<0.1%	Yes
RPTOR		17q25.3	AMP	8	2551	0.3%	Yes
HIST1H2AM		6p22.1	HOMDEL	1	60	1.7%	Yes
PDCD1		2q37.3	AMP	1	1980	<0.1%	Yes
INPP4A		2q11.2	AMP	7	1895	0.4%	Yes
BAP1		3p21.1	AMP	1	2946	<0.1%	Yes
AGO2		8q24.3	AMP	16	1385	1.2%	Yes
PMS1		2q32.2	HOMDEL	1	2827	<0.1%	Yes
STK40		1p34.3	HOMDEL	2	1895	0.1%	Yes
CALR		19p13.13	AMP	20	2355	0.8%	Yes
CCNQ		Xq28	AMP	5	1385	0.4%	Yes
CTNNB1		3p22.1	AMP	2	2946	<0.1%	Yes
SMARCB1		22q11.23|22q11	AMP	12	2946	0.4%	Yes
MYCL		1p34.2	AMP	7	2923	0.2%	Yes
TEK		9p21.2	HOMDEL	15	1392	1.1%	Yes
FLT3		13q12.2	AMP	3	2946	0.1%	Yes
KMT2B		19q13.12	AMP	15	1392	1.1%	Yes
MAPK1		22q11.22	AMP	24	2905	0.8%	Yes
ID3		1p36.12	HOMDEL	7	2767	0.3%	Yes
TUSC3		8p22	AMP	2	53	3.8%	Yes
LIG4		13q33.3	AMP	1	576	0.2%	No
NOTCH1		9q34.3	AMP	5	2946	0.2%	Yes
IFNGR1		6q23.3	AMP	38	1895	2.0%	Yes
VEGFA		6p21.1	AMP	18	2442	0.7%	Yes
SOX17		8q11.23	HOMDEL	2	1895	0.1%	Yes
PRKD1		14q12	HOMDEL	1	1385	<0.1%	Yes
PDGFRB		5q32	AMP	4	2946	0.1%	Yes
MAPK3		16p11.2	AMP	3	1777	0.2%	Yes
BAP1		3p21.1	HOMDEL	11	2946	0.4%	Yes
MAPKAP1		9q33.3	HOMDEL	1	1385	<0.1%	Yes
EGFL7		9q34.3	AMP	4	1895	0.2%	Yes
LATS1		6q25.1	AMP	39	1895	2.1%	Yes
MYCN		2p24.3	HOMDEL	1	2946	<0.1%	Yes
PHOX2B		4p13	AMP	3	2827	0.1%	Yes
RAC1		7p22.1	AMP	23	2495	0.9%	Yes
TRIM37		17q22	AMP	1	576	0.2%	No
GATA3		10p14	HOMDEL	32	2907	1.1%	Yes
FGFR4		5q35.2	HOMDEL	5	2946	0.2%	Yes
SDHB		1p36.13	AMP	1	2895	<0.1%	Yes
CDKN1B		12p13.1	HOMDEL	17	2946	0.6%	Yes
PIK3CD		1p36.22	HOMDEL	11	1918	0.6%	Yes
ASXL2		2p23.3	AMP	1	1902	<0.1%	Yes
FANCM		14q21.2	AMP	1	646	0.2%	No
SESN3		11q21	HOMDEL	1	1385	<0.1%	Yes
SOX9		17q24.3	HOMDEL	1	2835	<0.1%	Yes
KDM5C		Xp11.22	AMP	9	2802	0.3%	Yes
HIST1H3D		6p22.2	AMP	4	1770	0.2%	Yes
CSF3R		1p34.3	HOMDEL	1	2682	<0.1%	Yes
FAT1		4q35.2	AMP	3	2484	0.1%	Yes
SF3B1		2q33.1	HOMDEL	1	2923	<0.1%	Yes
NOTCH4		6p21.32	HOMDEL	2	1972	0.1%	Yes
ELOC		8q21.11	AMP	24	2346	1.0%	Yes
MTA1		14q32.33	AMP	1	576	0.2%	No
RAD21		8q24.11	HOMDEL	1	2767	<0.1%	Yes
PRAME		22q11.22	AMP	4	356	1.1%	No
RECQL		12p12.1	AMP	6	1385	0.4%	Yes
TAP2		6p21.32	HOMDEL	2	1385	0.1%	Yes
SDHC		1q23.3	AMP	45	2895	1.6%	Yes
ARID1B		6q25.3	HOMDEL	7	2863	0.2%	Yes
HIST1H3A		6p22.2	AMP	2	1770	0.1%	Yes
ERCC2		19q13.32	HOMDEL	8	2913	0.3%	Yes
RBM10		Xp11.3	AMP	8	2479	0.3%	Yes
HIST1H2AC		6p22.2	HOMDEL	1	60	1.7%	Yes
ARID1A		1p36.11	AMP	1	2946	<0.1%	Yes
MRE11		11q21	HOMDEL	2	2567	<0.1%	Yes
ETV6		12p13.2	HOMDEL	5	2929	0.2%	Yes
CDH1		16q22.1	HOMDEL	5	2930	0.2%	Yes
MITF		3p13	AMP	2	2930	<0.1%	Yes
FGF19		11q13.3	HOMDEL	4	1991	0.2%	Yes
GTSE1		22q13.31	AMP	1	53	1.9%	Yes
RICTOR		5p13.1	HOMDEL	1	2567	<0.1%	Yes
REL		2p16.1	AMP	2	2906	<0.1%	Yes
EP300		22q13.2	HOMDEL	9	2930	0.3%	Yes
CD36		7q21.11	AMP	2	53	3.8%	Yes
HIST1H3E		6p22.2	AMP	4	1770	0.2%	Yes
KDM6B		17p13.1	HOMDEL	1	356	0.3%	No
MLH3		14q24.3	AMP	1	576	0.2%	No
LYN		8q12.1	AMP	8	1393	0.6%	Yes
RPS6KB2		11q13.2	AMP	6	1895	0.3%	Yes
TGFBR1		9q22.33	AMP	2	1918	0.1%	Yes
EPHA5		4q13.1-q13.2	HOMDEL	4	2329	0.2%	Yes
SPEN		1p36.21-p36.13	HOMDEL	3	1975	0.2%	Yes
SHQ1		3p13	AMP	4	1895	0.2%	Yes
AXIN1		16p13.3	HOMDEL	4	1963	0.2%	Yes
HIST1H3B		6p22.2	HOMDEL	7	2550	0.3%	Yes
HIST1H3C		6p22.2	AMP	2	2346	<0.1%	Yes
CUL3		2q36.2	HOMDEL	2	1903	0.1%	Yes
GLI2		2q14.2	HOMDEL	1	932	0.1%	No
RTEL1		20q13.33	HOMDEL	3	1392	0.2%	Yes
H19		11p15.5	AMP	2	2946	<0.1%	No
INPP4A		2q11.2	HOMDEL	1	1895	<0.1%	Yes
DNMT3A		2p23.3	AMP	2	2930	<0.1%	Yes
JUN		1p32.1	AMP	53	1975	2.7%	Yes
GSK3B		3q13.33	HOMDEL	3	1975	0.2%	Yes
MYD88		3p22.2	HOMDEL	2	2923	<0.1%	Yes
GATA1		Xp11.23	HOMDEL	6	1973	0.3%	Yes
WT1		11p13	HOMDEL	5	2930	0.2%	Yes
HIST1H3I		6p22.1	HOMDEL	4	1770	0.2%	Yes
SH2B3		12q24.12	HOMDEL	3	2779	0.1%	Yes
ANKRD11		16q24.3	AMP	1	1770	<0.1%	Yes
FOXO1		13q14.11	AMP	6	1856	0.3%	Yes
GNA12		7p22.3-p22.2	AMP	1	60	1.7%	Yes
BABAM1		19p13.11	HOMDEL	1	1961	<0.1%	Yes
SMAD4		18q21.2	HOMDEL	6	2946	0.2%	Yes
GNA11		19p13.3	HOMDEL	11	2922	0.4%	Yes
PTPRD		9p24.1-p23	HOMDEL	11	2151	0.5%	Yes
HIST1H3G		6p22.2	AMP	4	1777	0.2%	Yes
TRAF7		16p13.3	AMP	3	2471	0.1%	Yes
MPL		1p34.2	HOMDEL	1	2907	<0.1%	Yes
SMAD4		18q21.2	AMP	4	2946	0.1%	Yes
DNMT3B		20q11.21	AMP	3	1895	0.2%	Yes
TP53		17p13.1	AMP	4	2946	0.1%	Yes
SMARCA4		19p13.2	HOMDEL	4	2923	0.1%	Yes
CDK12		17q12	AMP	1	2567	<0.1%	Yes
PTCH1		9q22.32	AMP	5	2946	0.2%	Yes
PLCG2		16q23.3	HOMDEL	13	1836	0.7%	Yes
AGO2		8q24.3	HOMDEL	1	1385	<0.1%	Yes
ERBB4		2q34	HOMDEL	3	2923	0.1%	Yes
HIST1H3I		6p22.1	AMP	3	1770	0.2%	Yes
