Gene,MutSig(Q-value),# Mut,#,Profiled Samples,Freq,Is Cancer Gene (source: OncoKB)
CDK6,,2,2,305,0.70%,Yes
HSP90AA1,,1,1,16,6.30%,Yes
CDK5,,1,1,34,2.90%,No
CDK4,,1,1,305,0.30%,Yes
SPTA1,,2,1,8,12.50%,No
STAG3,,1,1,10,10.00%,No
CDC73,,2,2,301,0.70%,Yes
STAG2,,5,5,298,1.70%,Yes
CTNNB1,,2,2,319,0.60%,Yes
FBXO11,,1,1,22,4.50%,Yes
DROSHA,,2,2,144,1.40%,Yes
NF1,,40,30,305,9.80%,Yes
UPF1,,2,2,144,1.40%,Yes
AGO2,,3,3,144,2.10%,Yes
RET,,3,3,319,0.90%,Yes
NFE2L2,,4,4,301,1.30%,Yes
MECOM,,2,2,75,2.70%,Yes
KIAA1549,,1,1,11,9.10%,No
ETV6,,5,5,301,1.70%,Yes
ASXL2,,5,5,222,2.30%,Yes
CDKN2A,,13,12,318,3.80%,Yes
CDKN1B,,2,2,304,0.70%,Yes
ETV1,,3,3,292,1.00%,Yes
CASP8,,3,2,256,0.80%,Yes
CREBBP,,6,6,305,2.00%,Yes
ETS1,,1,1,21,4.80%,Yes
MTOR,,6,6,303,2.00%,Yes
TET1,,7,7,246,2.80%,Yes
MYOD1,,2,2,216,0.90%,Yes
BCL6,,4,4,302,1.30%,Yes
SRC,,3,3,291,1.00%,Yes
NFKBIA,,1,1,269,0.40%,Yes
SYK,,5,3,273,1.10%,Yes
NFKBIE,,1,1,37,2.70%,Yes
EXT1,,1,1,72,1.40%,Yes
EWSR1,,1,1,95,1.10%,Yes
FGF6,,1,1,22,4.50%,Yes
COL2A1,,1,1,7,14.30%,Yes
SMO,,4,4,314,1.30%,Yes
FGF4,,1,1,238,0.40%,Yes
IFNGR1,,2,2,215,0.90%,Yes
FGF3,,2,2,241,0.80%,Yes
CD79A,,1,1,222,0.50%,Yes
PNRC1,,1,1,261,0.40%,Yes
CD79B,,4,4,302,1.30%,Yes
IL7R,,6,5,263,1.90%,Yes
BCR,,2,2,27,7.40%,Yes
SMARCE1,,1,1,38,2.60%,Yes
RAC1,,5,5,256,2.00%,Yes
PPP2R1A,,2,2,267,0.70%,Yes
RAD51B,,1,1,233,0.40%,Yes
RAD51D,,1,1,266,0.40%,Yes
NBN,,3,3,301,1.00%,Yes
RAF1,,1,1,305,0.30%,Yes
FGFR4,,7,7,306,2.30%,Yes
FGFR2,,4,3,319,0.90%,Yes
COL7A1,,5,4,27,14.80%,No
FGFR3,,9,7,319,2.20%,Yes
CEBPA,,2,2,283,0.70%,Yes
FGFR1,,2,2,319,0.60%,Yes
MLH3,,2,2,34,5.90%,No
RUNX1,,2,2,302,0.70%,Yes
RUNX1T1,,2,2,50,4.00%,Yes
HLA-A,,1,1,199,0.50%,Yes
CBFA2T3,,2,2,31,6.50%,Yes
IL10,,1,1,215,0.50%,Yes
RSPO2,,1,1,36,2.80%,Yes
RAD21,,4,4,278,1.40%,Yes
CBL,,6,5,305,1.60%,Yes
CBLB,,1,1,79,1.30%,Yes
MSH2,,5,5,305,1.60%,Yes
MSH3,,1,1,164,0.60%,Yes
RAD51C,,2,2,266,0.80%,Yes
RELN,,3,2,11,18.20%,Yes
POLQ,,5,4,34,11.80%,Yes
PTPN11,,1,1,314,0.30%,Yes
PTPN14,,1,1,27,3.70%,No
EPAS1,,1,1,144,0.70%,Yes
EP300,,5,5,302,1.70%,Yes
FH,,1,1,286,0.30%,Yes
IGF1R,,5,5,305,1.60%,Yes
SH2B3,,5,5,278,1.80%,Yes
PHOX2B,,1,1,285,0.40%,Yes
IGF1,,1,1,227,0.40%,Yes
BTLA,,1,1,11,9.10%,Yes
EZH2,,3,3,311,1.00%,Yes
EZH1,,1,1,151,0.70%,Yes
CDC42,,1,1,151,0.70%,Yes
CDH1,,6,6,315,1.90%,Yes
PRDM1,,4,4,301,1.30%,Yes
CADM2,,1,1,22,4.50%,No
BORCS8-MEF2B,,2,2,319,0.60%,No
CARM1,,1,1,144,0.70%,Yes
MEF2C,,1,1,14,7.10%,Yes
MEN1,,7,5,301,1.70%,Yes
INPP4B,,4,4,237,1.70%,Yes
SOX17,,1,1,215,0.50%,Yes
NSD1,,6,5,255,2.00%,Yes
PTPRK,,1,1,7,14.30%,Yes
CXCR4,,2,2,236,0.80%,Yes
EPHA7,,10,7,243,2.90%,Yes
COP1,,3,3,249,1.20%,Yes
EPHA5,,10,9,270,3.30%,Yes
EPHA3,,10,7,271,2.60%,Yes
BCOR,,5,5,301,1.70%,Yes
BLM,,3,3,297,1.00%,Yes
HIST1H1C,,1,1,227,0.40%,Yes
ARID5B,,3,2,222,0.90%,Yes
SF3B1,,2,2,302,0.70%,Yes
POLB,,1,1,27,3.70%,No
MAP3K1,,5,5,298,1.70%,Yes
POLD1,,6,6,223,2.70%,Yes
TDG,,1,1,27,3.70%,No
PTPRC,,1,1,14,7.10%,Yes
POLE,,9,7,261,2.70%,Yes
PTPRD,,12,7,245,2.90%,Yes
MAP3K5,,1,1,7,14.30%,No
SSX4,,1,1,10,10.00%,Yes
EMSY,,1,1,24,4.20%,Yes
TAP1,,2,2,144,1.40%,Yes
TRIM37,,2,2,27,7.40%,No
TAP2,,3,3,144,2.10%,Yes
MPL,,4,4,312,1.30%,Yes
MUTYH,,5,5,299,1.70%,Yes
MET,,10,10,318,3.10%,Yes
STAT4,,1,1,20,5.00%,Yes
STAT3,,1,1,282,0.40%,Yes
FANCD2,,4,4,87,4.60%,Yes
HRAS,,4,4,316,1.30%,Yes
ADGRA2,,1,1,20,5.00%,Yes
FANCA,,3,3,301,1.00%,Yes
H3F3A,,3,3,271,1.10%,Yes
FKBP9,,1,1,34,2.90%,No
CCND2,,1,1,295,0.30%,Yes
HIST1H2BD,,1,1,215,0.50%,Yes
CCND3,,2,2,305,0.70%,Yes
EPHB1,,8,7,237,3.00%,Yes
CCNE1,,3,3,305,1.00%,Yes
RNF43,,7,7,267,2.60%,Yes
TAL2,,1,1,31,3.20%,Yes
PRPF8,,1,1,44,2.30%,No
RAD50,,2,2,266,0.80%,Yes
CHEK2,,4,4,302,1.30%,Yes
SLITRK6,,1,1,29,3.40%,No
BABAM1,,1,1,171,0.60%,Yes
MRE11,,2,2,268,0.70%,Yes
PRKAR1A,,2,2,298,0.70%,Yes
KAT6A,,2,2,60,3.30%,Yes
SOX9,,3,3,285,1.10%,Yes
MST1R,,2,2,189,1.10%,Yes
HOXB13,,1,1,222,0.50%,Yes
FANCF,,1,1,91,1.10%,Yes
ERBB4,,14,12,314,3.80%,Yes
FANCB,,1,1,27,3.70%,No
ERBB3,,9,9,303,3.00%,Yes
ERBB2,,6,6,319,1.90%,Yes
PTK2B,,1,1,34,2.90%,No
FAH,,1,1,27,3.70%,No
ATR,,8,7,271,2.60%,Yes
ATRX,,61,55,301,18.30%,Yes
FOXL2,,2,2,268,0.70%,Yes
PRKACA,,1,1,7,14.30%,Yes
AKT3,,2,2,306,0.70%,Yes
MAP2K4,,5,5,300,1.70%,Yes
SOX2,,3,3,298,1.00%,Yes
STAT6,,2,2,92,2.20%,Yes
ASXL1,,9,8,302,2.60%,Yes
XPC,,2,2,72,2.80%,Yes
DICER1,,7,6,286,2.10%,Yes
PRKCI,,4,4,207,1.90%,Yes
ESPL1,,1,1,7,14.30%,No
STK11,,1,1,318,0.30%,Yes
XRCC5,,1,1,27,3.70%,No
ZNF217,,1,1,82,1.20%,Yes
ERCC6,,1,1,27,3.70%,No
FAT1,,26,19,250,7.60%,Yes
KAT6B,,1,1,28,3.60%,Yes
TET2,,9,9,300,3.00%,Yes
ERCC5,,1,1,277,0.40%,Yes
ERCC4,,3,3,279,1.10%,Yes
ERCC3,,2,2,277,0.70%,Yes
BRCA1,,3,3,305,1.00%,Yes
BRAF,,7,7,319,2.20%,Yes
BRCA2,,17,14,305,4.60%,Yes
ERCC2,,2,2,300,0.70%,Yes
FANCG,,1,1,92,1.10%,Yes
AXL,,4,4,304,1.30%,Yes
XPO1,,2,2,301,0.70%,Yes
LMO2,,1,1,65,1.50%,Yes
PLCG2,,2,2,199,1.00%,Yes
EED,,2,2,250,0.80%,Yes
HIST1H3F,,2,1,187,0.50%,Yes
SRSF2,,1,1,277,0.40%,Yes
XRCC1,,1,1,27,3.70%,No
XRCC4,,1,1,27,3.70%,No
KEAP1,,5,5,286,1.70%,Yes
PRKDC,,8,6,81,7.40%,Yes
CIITA,,2,1,86,1.20%,Yes
NIPBL,,2,2,17,11.80%,No
MAPK3,,2,2,187,1.10%,Yes
RPS6KA4,,3,3,215,1.40%,Yes
BCORL1,,7,7,93,7.50%,Yes
PRKCZ,,2,1,34,2.90%,No
LRP1B,,3,2,20,10.00%,Yes
APC,,16,14,312,4.50%,Yes
B2M,,3,3,288,1.00%,Yes
FOXA1,,1,1,250,0.40%,Yes
ARID2,,12,8,297,2.70%,Yes
AKT1,,2,2,319,0.60%,Yes
PPARG,,4,4,187,2.10%,Yes
KDM6A,,3,3,298,1.00%,Yes
AKT2,,2,2,306,0.70%,Yes
ERRFI1,,1,1,196,0.50%,Yes
PALB2,,3,3,305,1.00%,Yes
STK19,,2,2,144,1.40%,Yes
SETD2,,12,11,301,3.70%,Yes
ESR1,,1,1,307,0.30%,Yes
DIS3,,2,2,296,0.70%,Yes
DOCK8,,2,2,27,7.40%,No
BIRC3,,3,3,202,1.50%,Yes
BTK,,2,2,243,0.80%,Yes
PPP4R2,,1,1,144,0.70%,Yes
TP63,,5,3,230,1.30%,Yes
MAX,,2,2,246,0.80%,Yes
PIK3R3,,1,1,215,0.50%,Yes
GNA13,,1,1,31,3.20%,Yes
PML,,1,1,41,2.40%,Yes
FUBP1,,1,1,226,0.40%,Yes
MITF,,2,2,301,0.70%,Yes
PDCD1,,2,2,232,0.90%,Yes
NCOR2,,3,1,11,9.10%,Yes
MKI67,,1,1,14,7.10%,Yes
PMS1,,2,2,284,0.70%,Yes
TNFRSF14,,1,1,237,0.40%,Yes
NCOR1,,3,3,234,1.30%,Yes
BARD1,,1,1,265,0.40%,Yes
SUZ12,,6,5,289,1.70%,Yes
ZFHX3,,12,12,194,6.20%,Yes
SLC34A2,,3,3,29,10.30%,Yes
MED12,,6,6,267,2.20%,Yes
U2AF1,,1,1,301,0.30%,Yes
VHL,,2,2,315,0.60%,Yes
TSHZ3,,2,2,7,28.60%,No
HGF,,4,4,240,1.70%,Yes
MCM3,,1,1,10,10.00%,No
MAP3K9,,1,1,8,12.50%,No
SOCS1,,1,1,298,0.30%,Yes
GEN1,,2,2,29,6.90%,No
MCM5,,1,1,10,10.00%,No
KMT2A,,16,16,303,5.30%,Yes
SERPINA1,,1,1,27,3.70%,No
SMARCA4,,5,5,301,1.70%,Yes
MAGED1,,1,1,11,9.10%,Yes
SMARCB1,,5,5,318,1.60%,Yes
NRG1,,2,2,28,7.10%,Yes
MCL1,,4,4,302,1.30%,Yes
ATM,,12,11,317,3.50%,Yes
MLH1,,7,6,318,1.90%,Yes
FAS,,2,2,85,2.40%,Yes
DOT1L,,4,4,237,1.70%,Yes
ALK,,12,11,319,3.40%,Yes
BCL2L12,,1,1,68,1.50%,No
SPOP,,1,1,267,0.40%,Yes
ABCB11,,3,3,27,11.10%,No
PMS2,,1,1,297,0.30%,Yes
IRS2,,5,4,237,1.70%,Yes
LYN,,3,3,146,2.10%,Yes
PDGFRA,,4,4,318,1.30%,Yes
TOPBP1,,2,2,37,5.40%,No
PASK,,1,1,11,9.10%,Yes
ALOX12B,,2,2,262,0.80%,Yes
MUS81,,1,1,27,3.70%,No
AR,,6,6,305,2.00%,Yes
CARD11,,16,12,299,4.00%,Yes
ARAF,,2,2,301,0.70%,Yes
KDM2B,,1,1,11,9.10%,Yes
MDM4,,2,2,302,0.70%,Yes
IKBKE,,2,2,237,0.80%,Yes
ABL1,,10,7,314,2.20%,Yes
PIK3C2B,,1,1,63,1.60%,Yes
ABL2,,1,1,12,8.30%,Yes
PIK3C2G,,3,3,228,1.30%,Yes
RPL10,,1,1,17,5.90%,Yes
NSD2,,5,5,195,2.60%,Yes
AXIN1,,5,5,237,2.10%,Yes
RECQL4,,2,2,265,0.80%,Yes
AXIN2,,5,5,249,2.00%,Yes
PNKP,,2,2,27,7.40%,No
RICTOR,,1,1,268,0.40%,Yes
MGA,,9,8,221,3.60%,Yes
EPCAM,,2,2,249,0.80%,Yes
MDM2,,1,1,305,0.30%,Yes
EDNRB,,1,1,7,14.30%,No
PDGFRB,,12,9,305,3.00%,Yes
HDAC4,,2,2,21,9.50%,Yes
KMT2B,,8,6,151,4.00%,Yes
SLX4,,8,7,175,4.00%,Yes
NCKAP5,,1,1,7,14.30%,No
DDX41,,1,1,7,14.30%,Yes
PIK3CG,,5,4,237,1.70%,Yes
PIK3R2,,2,2,239,0.80%,Yes
MDC1,,1,1,215,0.50%,Yes
TMPRSS2,,4,4,266,1.50%,Yes
NCOA3,,2,2,194,1.00%,Yes
SDHA,,2,2,278,0.70%,Yes
PIK3CA,,12,11,319,3.40%,Yes
PDPK1,,1,1,215,0.50%,Yes
PIK3CB,,1,1,221,0.50%,Yes
PIK3CD,,1,1,219,0.50%,Yes
RHOA,,1,1,264,0.40%,Yes
CIC,,11,9,267,3.40%,Yes
CDC7,,1,1,10,10.00%,No
RAD54L,,1,1,229,0.40%,Yes
SDHAF2,,1,1,277,0.40%,Yes
AMER1,,6,5,237,2.10%,Yes
WRN,,4,4,79,5.10%,Yes
CUL3,,1,1,224,0.40%,Yes
FAAP20,,1,1,27,3.70%,No
LZTR1,,1,1,8,12.50%,Yes
TSC1,,6,6,305,2.00%,Yes
ARHGAP35,,2,2,34,5.90%,Yes
RASGEF1A,,1,1,11,9.10%,Yes
ARHGEF12,,3,2,31,6.50%,Yes
SMYD3,,1,1,144,0.70%,Yes
SDHB,,1,1,298,0.30%,Yes
MAF,,2,1,43,2.30%,Yes
SDHD,,2,2,298,0.70%,Yes
RHOH,,2,1,31,3.20%,Yes
SUFU,,2,2,298,0.70%,Yes
GRIN2A,,11,8,236,3.40%,Yes
TSHR,,7,6,263,2.30%,Yes
TEK,,1,1,146,0.70%,Yes
PAX3,,1,1,11,9.10%,Yes
TERT,,25,24,289,8.30%,Yes
PAX5,,2,2,302,0.70%,Yes
SPEN,,7,5,237,2.10%,Yes
KDM6B,,4,4,44,9.10%,No
LATS2,,7,6,215,2.80%,Yes
PRKN,,4,4,285,1.40%,Yes
WT1,,2,2,302,0.70%,Yes
CRTC1,,1,1,62,1.60%,Yes
TNFAIP3,,3,3,298,1.00%,Yes
TSC2,,11,11,305,3.60%,Yes
TRAF7,,6,6,250,2.40%,Yes
WDR90,,1,1,11,9.10%,Yes
ZRSR2,,3,3,277,1.10%,Yes
HIST1H3I,,1,1,187,0.50%,Yes
HIST1H3G,,1,1,187,0.50%,Yes
QKI,,1,1,51,2.00%,Yes
HIST1H3E,,1,1,187,0.50%,Yes
HIST1H3B,,1,1,265,0.40%,Yes
NOD1,,2,2,11,18.20%,Yes
HIST1H3H,,2,2,187,1.10%,Yes
NUP93,,2,2,207,1.00%,Yes
SYNE1,,4,2,8,25.00%,No
PRPF40B,,1,1,44,2.30%,No
PTPRT,,11,10,222,4.50%,Yes
STAG1,,2,2,44,4.50%,Yes
TENT5C,,1,1,298,0.30%,Yes
TRIM28,,1,1,7,14.30%,No
EGFR,,8,5,319,1.60%,Yes
AURKB,,2,2,301,0.70%,Yes
KDM5C,,2,2,286,0.70%,Yes
TP53BP1,,3,3,182,1.60%,Yes
DCLRE1C,,1,1,27,3.70%,No
TP53,,149,134,319,42.00%,Yes
BRD4,,6,6,298,2.00%,Yes
PC,,1,1,11,9.10%,Yes
TOP1,,4,4,232,1.70%,Yes
PCBP1,,1,1,11,9.10%,Yes
RBM10,,1,1,251,0.40%,Yes
EIF1AX,,1,1,222,0.50%,Yes
GSK3B,,2,2,237,0.80%,Yes
ZNRF3,,1,1,28,3.60%,Yes
EPHA2,,2,1,8,12.50%,No
DUSP4,,1,1,151,0.70%,Yes
RPS6KB2,,1,1,215,0.50%,Yes
USP8,,1,1,27,3.70%,Yes
TGFBR2,,3,3,240,1.30%,Yes
PPM1D,,3,3,222,1.40%,Yes
EIF4A2,,1,1,191,0.50%,Yes
PREX2,,8,8,152,5.30%,Yes
AJUBA,,1,1,7,14.30%,Yes
ACVR1,,1,1,222,0.50%,Yes
SESN1,,2,1,144,0.70%,Yes
BRIP1,,4,4,299,1.30%,Yes
DAXX,,1,1,257,0.40%,Yes
DKC1,,1,1,38,2.60%,No
EIF4E,,1,1,187,0.50%,Yes
LATS1,,3,3,215,1.40%,Yes
RRAS2,,1,1,151,0.70%,Yes
SLIT2,,1,1,8,12.50%,No
TAF15,,3,3,14,21.40%,Yes
IKZF2,,1,1,18,5.60%,Yes
FRS2,,1,1,19,5.30%,Yes
NUP214,,1,1,14,7.10%,Yes
FBXW7,,1,1,318,0.30%,Yes
SETBP1,,4,2,90,2.20%,Yes
BRD3,,3,3,38,7.90%,Yes
MSH6,,7,7,306,2.30%,Yes
ROS1,,21,11,312,3.50%,Yes
ROBO1,,1,1,7,14.30%,Yes
RIF1,,5,5,27,18.50%,No
DMD,,1,1,34,2.90%,No
KIT,,6,6,319,1.90%,Yes
DCC,,2,1,7,14.30%,No
E2F3,,1,1,215,0.50%,Yes
PDCD1LG2,,3,3,229,1.30%,Yes
EBF1,,1,1,19,5.30%,Yes
CD276,,3,3,215,1.40%,Yes
ARID1A,,9,9,305,3.00%,Yes
PBRM1,,7,7,286,2.40%,Yes
ARID1B,,16,13,288,4.50%,Yes
GLI1,,5,5,259,1.90%,Yes
NTRK1,,7,7,304,2.30%,Yes
NTRK2,,3,3,304,1.00%,Yes
CUX1,,2,2,79,2.50%,Yes
NTRK3,,5,5,304,1.60%,Yes
DDB1,,1,1,27,3.70%,No
BBC3,,2,2,215,0.90%,Yes
ITK,,1,1,41,2.40%,Yes
GLI2,,7,5,68,7.40%,No
NTHL1,,1,1,171,0.60%,Yes
NKX2-1,,6,6,301,2.00%,Yes
PCLO,,4,3,11,27.30%,Yes
PAK5,,9,7,227,3.10%,Yes
GATA3,,3,3,298,1.00%,Yes
GATA2,,1,1,266,0.40%,Yes
JAK1,,5,5,271,1.80%,Yes
JAK2,,1,1,317,0.30%,Yes
JAK3,,3,3,318,0.90%,Yes
NUP98,,2,2,25,8.00%,Yes
DDR2,,7,7,303,2.30%,Yes
GATA6,,2,2,63,3.20%,Yes
GATA4,,1,1,63,1.60%,Yes
EXO1,,1,1,27,3.70%,No
DNMT3B,,2,2,215,0.90%,Yes
DNMT3A,,13,11,303,3.60%,Yes
BCL11B,,3,3,52,5.80%,Yes
DNMT1,,3,3,215,1.40%,Yes
KIF1B,,1,1,27,3.70%,No
DNM2,,1,1,22,4.50%,Yes
CYLD,,1,1,224,0.40%,Yes
KRAS,,6,6,319,1.90%,Yes
LIG4,,1,1,27,3.70%,No
CSF1R,,5,5,279,1.80%,Yes
GNA11,,3,3,316,0.90%,Yes
FUS,,1,1,70,1.40%,Yes
SESN3,,2,2,144,1.40%,Yes
LIFR,,1,1,8,12.50%,Yes
NKX3-1,,1,1,242,0.40%,Yes
RARA,,1,1,301,0.30%,Yes
MAP3K13,,2,2,228,0.90%,Yes
PRDM14,,2,2,144,1.40%,Yes
S1PR2,,1,1,11,9.10%,Yes
KMT2D,,36,25,297,8.40%,Yes
CRTC2,,1,1,34,2.90%,No
KDM5A,,4,4,257,1.60%,Yes
FAT3,,4,3,19,15.80%,No
GNAQ,,1,1,316,0.30%,Yes
CSF3R,,3,2,270,0.70%,Yes
GREM1,,2,2,243,0.80%,Yes
RTEL1,,1,1,144,0.70%,Yes
CDK12,,6,6,268,2.20%,Yes
RASA1,,2,2,249,0.80%,Yes
PTPRS,,9,6,215,2.80%,Yes
NSD3,,1,1,176,0.60%,Yes
RB1,,36,35,318,11.00%,Yes
